6.577271	2.549330	-0.159257	2.066838	2.246862	-1.095628	-1.907567	-0.944808	-0.850670	0.471964	0.363163	0.175597	
7.532659	2.411483	-0.249145	2.670593	2.592574	-1.864662	-2.345454	-0.815163	-1.027909	0.146486	0.332193	0.233313	
7.743931	2.982879	-0.477326	3.277525	2.422871	-2.239645	-2.179991	-1.121398	-1.049411	-0.025711	0.333478	0.263108	
7.121068	3.360190	-0.208144	3.005793	1.899954	-1.849047	-1.613577	-1.233960	-1.373747	0.163307	0.352635	0.209744	
6.599719	3.230611	0.223290	2.285894	1.370315	-1.377652	-1.579824	-1.520827	-1.325875	0.345413	0.344086	0.128765	
6.361760	2.326939	0.438868	2.096919	0.803565	-2.416999	-2.037335	-1.282421	-1.822919	-0.222714	0.069099	0.055512	
7.456449	2.329821	0.095033	2.688542	0.911718	-2.950111	-2.201399	-1.241535	-1.719873	-0.391210	0.316327	0.179797	
7.173262	2.734782	-0.174006	2.771455	0.563930	-2.918687	-2.321971	-1.069247	-1.585429	-0.305795	0.209082	0.180201	
6.793972	2.737852	-0.860053	3.112758	0.278781	-2.631491	-2.198097	-1.100836	-1.548653	-0.398593	0.170052	0.173309	
6.374203	2.532435	-0.275021	2.148867	0.841367	-2.401249	-1.838301	-1.169290	-1.844076	-0.361639	0.056520	0.128863	
6.159066	2.199070	-0.077491	2.272813	1.611904	-1.578288	-1.841590	-1.639896	-1.802349	-0.220024	0.132617	0.073936	
6.825437	2.828892	-0.984386	3.021456	1.345931	-2.690522	-1.809470	-2.047386	-1.593389	-0.564095	0.221553	0.141498	
6.839976	2.527094	-0.551253	2.481675	1.647461	-3.011422	-1.920959	-1.820767	-1.933711	-0.595744	0.091193	0.163593	
6.413709	2.675089	-0.515914	2.067044	1.417705	-2.677824	-2.042574	-1.548537	-2.049498	-0.420970	-0.027525	0.137764	
6.220125	2.286446	0.195503	2.032477	1.545546	-2.051686	-1.786040	-0.965757	-2.063230	-0.230558	0.101268	0.110324	
6.093282	3.700462	1.469945	1.588501	0.464372	-1.563514	-1.124130	-1.370507	-1.364591	0.178545	0.075465	0.052974	
7.314482	3.932303	0.622875	2.132891	1.585014	-2.586210	-0.541002	-1.393409	-2.072624	-0.187441	0.272631	0.266682	
7.032117	3.684885	1.111013	1.619087	1.492001	-2.314038	-0.801990	-1.387312	-2.333089	0.171769	0.290958	0.193307	
6.870628	3.946080	1.036523	1.509775	1.947463	-2.643709	-0.442130	-2.225237	-1.978772	0.349476	0.227005	0.198711	
6.154510	3.912084	1.326696	0.976702	1.073900	-1.098168	-1.400541	-2.278704	-1.601843	0.530585	0.173405	0.058667	
6.232023	3.848574	0.614184	1.017491	1.213251	-0.962415	-2.037615	-1.947261	-1.340297	0.385817	0.143460	0.049687	
6.994284	3.546273	0.016955	1.236033	1.537123	-1.960393	-2.636088	-1.351417	-1.881604	0.317801	0.069645	0.113425	
7.577003	3.416996	-0.094308	0.992163	2.301477	-2.511225	-2.616351	-1.356755	-1.736140	0.295377	0.102232	0.170020	
7.158517	3.403341	0.180173	1.249801	1.848892	-2.259662	-2.213105	-1.453355	-1.618460	0.341660	0.187128	0.148499	
6.444796	3.180270	0.687199	1.214712	1.385644	-1.462788	-2.142904	-1.516096	-1.371080	0.420223	0.189242	0.057846	
7.304341	1.378431	-2.218932	0.201820	2.802640	2.036811	1.222569	0.637913	-1.186624	-0.574411	-0.246928	-0.005152	
7.318394	1.547726	-2.033154	0.257233	2.897150	2.126517	1.325206	0.718244	-1.299217	-0.613439	-0.259296	0.000335	
7.923520	1.324161	-2.333825	0.652710	3.274899	2.040730	1.218730	0.691636	-1.016314	-0.771405	-0.309150	0.021377	
8.401251	1.146569	-2.461277	0.993902	3.051424	1.661374	1.264706	0.873898	-0.675140	-0.949384	-0.391104	0.034469	
7.214498	1.358146	-2.129239	0.752575	3.324582	1.989499	1.187259	0.537754	-1.164897	-0.610084	-0.257600	0.019287	
7.237656	1.559625	-2.309115	0.113019	2.522306	1.976255	1.087066	0.639286	-0.993907	-0.384960	-0.159406	0.022351	
7.456186	1.407786	-2.450445	0.459099	2.679246	1.680346	0.926698	0.910403	-0.947571	-0.518501	-0.260530	0.019600	
7.771278	1.119621	-2.251391	0.578356	2.780869	1.989967	0.719658	1.010999	-0.936180	-0.649102	-0.289952	0.001299	
8.218649	0.778407	-1.804166	0.244800	2.507592	2.556980	0.480015	0.838631	-0.761647	-0.731596	-0.270651	-0.022841	
7.265315	1.399195	-1.920306	0.519235	2.781922	1.542351	0.882809	0.777462	-0.917706	-0.531750	-0.266389	0.003798	
7.429221	1.290804	-2.219714	0.861988	2.733023	0.615151	0.538898	1.713981	-0.877329	-0.835404	-0.564167	0.004172	
7.942022	1.243228	-2.164911	0.911620	2.381031	0.578837	0.705390	1.919996	-0.557917	-0.983648	-0.537609	0.027962	
8.669380	0.886311	-2.127623	1.146842	1.692920	0.866318	1.088866	1.965923	-0.334504	-1.083630	-0.406854	0.060747	
8.041059	0.860553	-2.304676	1.287256	2.432204	0.974560	1.110999	1.852436	-0.504182	-1.100980	-0.459434	0.072792	
7.301560	1.124730	-2.332978	1.016536	2.645865	0.739256	1.174109	2.054845	-0.615816	-0.800905	-0.453421	0.061693	
7.188572	1.323125	-2.365779	-0.382615	1.316247	0.509715	0.526321	1.053615	-0.457758	-0.299262	-0.315257	-0.070815	
7.461074	0.967346	-2.386013	-0.247791	1.610563	0.863871	0.538429	0.646724	-0.764071	-0.492217	-0.227416	-0.022560	
7.967393	0.903452	-2.284045	-0.226005	1.556052	0.857720	0.491600	0.957297	-0.589751	-0.478992	-0.192323	-0.029505	
7.927445	1.346676	-2.353341	-0.165037	1.986798	0.993078	0.553413	1.143082	-0.717292	-0.526955	-0.314052	-0.042445	
7.512032	1.481510	-2.096801	-0.128580	1.977866	1.073191	0.747048	1.015775	-0.944685	-0.486901	-0.284728	-0.044237	
7.206121	1.739451	-1.984017	0.363629	2.263388	1.204487	1.389295	0.980740	-1.088147	-0.615700	-0.325072	-0.008071	
7.255207	1.562071	-1.964938	0.746694	2.637987	1.088509	1.215753	1.183456	-1.078844	-0.663483	-0.341909	0.014199	
8.181096	1.021061	-2.321300	0.973287	2.808989	0.914784	1.103096	1.331842	-0.499718	-0.879918	-0.397848	0.017815	
8.245352	0.729302	-2.501553	1.031387	2.560126	0.959935	0.812790	1.461073	-0.444330	-0.951964	-0.443942	0.016584	
